ENT,MUN,LOC50K,ID_VIV,COBERTURA,ESTRATO,UPM,FACTOR,CLAVIVP,ID_MII,MPER,MCONRES,MSEXO,MEDAD,MFECEMIM,MFECEMIA,MCAUSAEMIG_V,MLUGORI_C,MPAIDES_C,MPAIRES,MFECRETM,MFECRETA,MCAUSARETO_V,MCONRESACT,MPERLS,TAMLOC
32,015,0000,320150000116,1,32-015-0000-03,00001,1,01,32015000011601,01,1,1,47,07,2017,0101,032,221,3,08,2018,0102,1,01,1
32,015,0000,320150000116,1,32-015-0000-03,00001,1,01,32015000011602,02,1,1,17,07,2017,0501,032,221,3,08,2018,0501,1,03,1
32,015,0000,320150000116,1,32-015-0000-03,00001,1,01,32015000011603,03,1,1,10,07,2017,0301,032,221,3,08,2018,0301,1,04,1
32,015,0000,320150000117,1,32-015-0000-03,00001,1,01,32015000011701,02,1,1,17,05,2018,0101,032,221,1,,,,,,1
32,015,0000,320150000117,1,32-015-0000-03,00001,1,01,32015000011702,01,1,3,19,05,2018,0101,032,221,1,,,,,,1
32,015,0000,320150000148,1,32-015-0000-03,00001,1,01,32015000014801,01,1,1,23,11,2015,0101,032,221,1,,,,,,1
32,015,0000,320150000165,1,32-015-0000-03,00002,1,01,32015000016501,01,1,1,27,02,2020,0101,032,221,1,,,,,,1
32,015,0000,320150000165,1,32-015-0000-03,00002,1,01,32015000016502,02,1,3,17,02,2020,0101,032,221,1,,,,,,1
32,015,0000,320150000197,1,32-015-0000-03,00002,1,01,32015000019701,01,1,1,78,08,2017,0101,032,221,1,,,,,,1
32,015,0000,320150000212,1,32-015-0000-03,00002,1,01,32015000021201,01,1,1,15,05,2015,0501,032,221,1,,,,,,1
32,015,0000,320150000213,1,32-015-0000-03,00002,1,01,32015000021301,01,1,1,46,01,2020,0101,032,221,1,,,,,,1
32,015,0000,320150000259,1,32-015-0000-03,00005,1,01,32015000025901,01,1,1,23,04,2016,0101,032,221,1,,,,,,1
32,015,0000,320150000295,1,32-015-0000-03,00005,1,01,32015000029501,01,1,1,46,06,2019,0301,032,221,1,,,,,,1
32,015,0000,320150000382,1,32-015-0000-03,00013,1,01,32015000038201,01,1,3,16,07,2019,0501,032,221,1,,,,,,1
32,015,0000,320150000382,1,32-015-0000-03,00013,1,01,32015000038202,02,1,3,15,07,2019,0501,032,221,1,,,,,,1
32,015,0000,320150000382,1,32-015-0000-03,00013,1,01,32015000038203,03,1,1,12,07,2019,0501,032,221,1,,,,,,1
32,015,0000,320150000383,1,32-015-0000-03,00013,1,01,32015000038301,01,1,1,20,12,2019,0101,032,221,1,,,,,,1
32,015,0000,320150000399,1,32-015-0000-03,00017,1,01,32015000039901,01,1,3,15,07,2019,0501,032,221,1,,,,,,1
32,015,0000,320150000454,1,32-015-0000-03,00017,1,01,32015000045401,01,1,3,26,06,2015,0101,032,221,1,,,,,,1
32,015,0000,320150000480,1,32-015-0000-03,00017,1,01,32015000048001,01,1,3,17,08,2019,0501,032,221,1,,,,,,1
32,016,0000,320160000003,2,32-016-0000-04,00002,4,01,32016000000301,01,1,1,32,03,2019,0101,032,221,1,,,,,,2
32,016,0000,320160000025,2,32-016-0000-04,00002,4,01,32016000002501,01,1,1,20,09,2018,0101,032,221,1,,,,,,2
32,016,0000,320160000030,2,32-016-0000-04,00002,4,01,32016000003001,01,1,3,25,08,2019,0101,032,221,1,,,,,,2
32,016,0000,320160000030,2,32-016-0000-04,00002,4,01,32016000003002,02,1,1,5,08,2019,0306,032,221,1,,,,,,2
32,016,0000,320160000045,2,32-016-0000-04,00004,4,01,32016000004501,01,1,1,20,08,2018,0101,032,221,1,,,,,,2
32,016,0000,320160000050,2,32-016-0000-04,00004,4,01,32016000005001,01,1,1,7,03,2017,0301,032,221,1,,,,,,2
32,016,0000,320160000050,2,32-016-0000-04,00004,4,01,32016000005002,02,1,3,10,03,2016,0301,032,221,1,,,,,,2
32,016,0000,320160000050,2,32-016-0000-04,00004,4,01,32016000005003,03,1,3,34,03,2016,0301,032,221,1,,,,,,2
32,016,0000,320160000089,2,32-016-0000-04,00007,4,01,32016000008901,01,1,3,65,03,2016,0101,032,221,1,,,,,,2
32,016,0000,320160000122,2,32-016-0000-04,00012,4,01,32016000012201,01,1,1,18,02,2018,0101,032,221,1,,,,,,2
32,016,0000,320160000136,2,32-016-0000-04,00015,5,01,32016000013601,01,1,1,25,11,2017,0101,032,221,3,99,2017,0301,1,01,2
32,016,0000,320160000139,2,32-016-0000-04,00016,6,01,32016000013901,01,1,3,28,06,2019,0101,032,221,1,,,,,,2
32,016,0000,320160000144,2,32-016-0000-04,00018,4,01,32016000014401,01,1,1,35,07,2018,0101,032,221,1,,,,,,2
32,016,0000,320160000154,2,32-016-0000-04,00018,4,01,32016000015401,01,1,1,28,01,2019,0301,032,221,3,07,2019,0301,1,01,2
32,016,0000,320160000154,2,32-016-0000-04,00018,4,01,32016000015402,02,1,3,27,01,2019,0301,032,221,3,07,2019,0301,1,02,2
32,016,0000,320160000154,2,32-016-0000-04,00018,4,01,32016000015403,03,1,3,2,01,2019,0301,032,221,3,07,2019,0301,1,03,2
32,016,0000,320160000155,2,32-016-0000-04,00018,4,01,32016000015501,01,1,3,77,08,2015,0301,032,221,3,10,2015,0301,1,01,2
32,016,0000,320160000164,2,32-016-0000-04,00019,4,01,32016000016401,02,1,1,999,99,9999,9999,999,999,9,,,,,,2
32,016,0000,320160000165,2,32-016-0000-04,00019,4,01,32016000016501,01,1,1,43,03,2018,0101,032,221,3,12,2018,0301,1,01,2
32,016,0000,320160000165,2,32-016-0000-04,00019,4,01,32016000016502,02,1,1,25,03,2018,0101,032,221,3,12,2018,0301,1,03,2
32,016,0000,320160000188,2,32-016-0000-04,00020,4,01,32016000018801,01,1,1,46,01,2020,0101,032,221,1,,,,,,2
32,016,0000,320160000192,2,32-016-0000-04,00022,4,01,32016000019201,01,1,1,27,11,2015,0101,032,221,1,,,,,,2
32,016,0000,320160000194,2,32-016-0000-04,00022,4,01,32016000019401,01,1,1,48,07,2019,0101,032,221,1,,,,,,2
32,016,0000,320160000199,2,32-016-0000-04,00022,4,01,32016000019901,01,1,1,17,09,2018,0101,032,221,1,,,,,,2
32,016,0000,320160000202,2,32-016-0000-04,00023,4,02,32016000020201,01,1,1,65,10,2019,0101,032,221,1,,,,,,2
32,016,0000,320160000202,2,32-016-0000-04,00023,4,02,32016000020202,02,1,3,62,10,2019,0301,032,221,1,,,,,,2
32,016,0000,320160000205,2,32-016-0000-04,00023,4,01,32016000020501,01,1,3,29,02,2019,0101,032,221,1,,,,,,2
32,016,0000,320160000205,2,32-016-0000-04,00023,4,01,32016000020502,02,1,1,2,02,2019,0301,032,221,1,,,,,,2
32,016,0000,320160000210,2,32-016-0000-04,00024,4,01,32016000021001,02,1,3,22,05,2019,0101,032,221,1,,,,,,2
32,016,0000,320160000210,2,32-016-0000-04,00024,4,01,32016000021002,01,1,1,21,07,2015,0101,032,221,1,,,,,,2
32,016,0000,320160000217,2,32-016-0000-04,00025,4,01,32016000021701,01,1,1,52,01,2020,0101,032,221,1,,,,,,2
32,016,0000,320160000218,2,32-016-0000-04,00025,4,01,32016000021801,01,1,1,73,10,2018,0301,032,221,3,03,2019,0301,1,01,2
32,016,0000,320160000218,2,32-016-0000-04,00025,4,01,32016000021802,02,1,3,63,10,2018,0301,032,221,3,03,2019,0301,1,02,2
32,016,0000,320160000224,2,32-016-0000-04,00025,4,01,32016000022401,01,1,1,31,08,2016,0101,032,221,1,,,,,,2
32,016,0000,320160000225,2,32-016-0000-04,00025,4,01,32016000022501,01,1,3,38,08,2016,0101,032,221,1,,,,,,2
32,016,0000,320160000228,2,32-016-0000-04,00026,4,01,32016000022801,01,1,1,46,11,2016,0101,032,221,1,,,,,,2
32,016,0000,320160000228,2,32-016-0000-04,00026,4,01,32016000022802,02,1,1,18,03,2019,0101,032,221,1,,,,,,2
32,016,0000,320160000230,2,32-016-0000-04,00026,4,01,32016000023001,01,1,1,24,03,2019,0101,032,221,3,11,2019,0301,1,04,2
32,016,0000,320160000236,2,32-016-0000-04,00026,4,01,32016000023601,01,1,3,67,08,2019,0301,032,221,3,12,2019,0301,1,01,2
32,016,0000,320160000238,2,32-016-0000-04,00026,4,02,32016000023801,01,1,3,18,08,2017,0101,032,221,1,,,,,,2
32,016,0000,320160000238,2,32-016-0000-04,00026,4,02,32016000023802,02,1,1,17,07,2018,0501,032,221,1,,,,,,2
32,016,0000,320160000251,2,32-016-0000-04,00027,4,01,32016000025101,01,1,1,23,11,2019,0101,032,221,1,,,,,,2
32,016,0000,320160000264,2,32-016-0000-04,00029,5,01,32016000026401,01,1,1,29,04,2018,0101,032,221,1,,,,,,2
32,016,0000,320160000274,2,32-016-0000-04,00030,4,01,32016000027401,01,1,1,31,02,2020,0101,032,221,1,,,,,,2
32,016,0000,320160000281,2,32-016-0000-04,00031,4,01,32016000028101,01,1,1,25,07,2018,0101,032,221,3,03,2020,0301,1,01,2
32,016,0000,320160000281,2,32-016-0000-04,00031,4,01,32016000028102,02,1,3,23,07,2019,0101,032,221,3,10,2019,0301,1,02,2
32,016,0000,320160000282,2,32-016-0000-04,00031,4,01,32016000028201,01,1,1,19,01,2020,0101,032,221,1,,,,,,2
32,016,0000,320160000321,2,32-016-0000-03,00011,7,01,32016000032101,01,1,3,8,05,2017,0501,032,221,1,,,,,,1
32,016,0000,320160000325,2,32-016-0000-03,00011,7,01,32016000032501,02,1,1,18,06,2015,0101,032,221,1,,,,,,1
32,016,0000,320160000340,2,32-016-0000-03,00014,5,01,32016000034001,01,1,1,22,05,2015,9999,032,221,1,,,,,,1
32,016,0000,320160000432,2,32-016-0000-03,00023,4,01,32016000043201,01,1,1,23,09,2015,0101,032,221,1,,,,,,1
32,016,0000,320160000468,2,32-016-0000-03,00023,4,02,32016000046801,01,1,1,21,03,2016,0101,032,221,1,,,,,,1
32,016,0000,320160000477,2,32-016-0000-03,00024,5,01,32016000047701,01,1,1,23,05,2015,0102,032,221,1,,,,,,1
32,016,0000,320160000477,2,32-016-0000-03,00024,5,01,32016000047702,03,1,1,5,01,2018,0301,032,221,1,,,,,,1
32,016,0000,320160000477,2,32-016-0000-03,00024,5,01,32016000047703,04,1,3,58,03,2018,0301,032,221,1,,,,,,1
32,016,0000,320160000477,2,32-016-0000-03,00024,5,01,32016000047704,05,1,1,63,03,2018,0301,032,221,1,,,,,,1
32,016,0000,320160000477,2,32-016-0000-03,00024,5,01,32016000047705,02,1,3,28,01,2018,0301,032,221,1,,,,,,1
32,016,0000,320160000482,2,32-016-0000-03,00026,5,01,32016000048201,03,1,1,17,06,2017,0101,032,221,1,,,,,,1
32,016,0000,320160000482,2,32-016-0000-03,00026,5,01,32016000048202,02,1,1,17,08,2016,0101,032,221,1,,,,,,1
32,016,0000,320160000486,2,32-016-0000-03,00027,5,01,32016000048601,01,1,1,36,06,2018,0101,032,221,1,,,,,,1
32,016,0000,320160000490,2,32-016-0000-03,00028,5,01,32016000049001,01,1,1,52,03,2016,0101,032,221,3,06,2019,0301,1,02,1
32,016,0000,320160000491,2,32-016-0000-03,00028,5,01,32016000049101,01,1,3,79,07,2019,0301,032,221,3,02,2020,0301,1,02,1
32,016,0000,320160000493,2,32-016-0000-03,00029,5,01,32016000049301,01,1,1,23,07,2019,0101,032,221,1,,,,,,1
32,016,0000,320160000493,2,32-016-0000-03,00029,5,01,32016000049302,02,1,3,25,11,2019,0301,032,221,1,,,,,,1
32,016,0000,320160000493,2,32-016-0000-03,00029,5,01,32016000049303,03,1,3,4,11,2019,0301,032,221,1,,,,,,1
32,016,0000,320160000493,2,32-016-0000-03,00029,5,01,32016000049304,04,1,3,21,04,2019,0401,032,221,1,,,,,,1
32,016,0000,320160000540,2,32-016-0000-04,00040,4,01,32016000054001,01,1,3,65,08,2015,0301,032,221,1,,,,,,2
32,016,0000,320160000680,2,32-016-0000-04,00055,4,01,32016000068001,01,1,1,18,03,2015,0101,032,221,3,12,2018,0301,1,01,2
32,016,0000,320160000738,2,32-016-0000-04,00061,5,01,32016000073801,01,1,1,50,10,2019,0101,032,221,1,,,,,,2
32,016,0000,320160000759,2,32-016-0000-03,00035,5,01,32016000075901,01,1,1,16,08,2015,0409,032,221,1,,,,,,1
32,016,0000,320160000768,2,32-016-0000-03,00036,5,01,32016000076801,01,1,3,84,03,2015,0403,032,221,1,,,,,,1
32,016,0000,320160000799,2,32-016-0000-03,00040,4,01,32016000079901,01,1,1,32,01,2017,0101,032,221,1,,,,,,1
32,016,0000,320160000807,2,32-016-0000-03,00042,5,01,32016000080701,01,1,1,29,10,2016,0101,032,221,1,,,,,,1
32,016,0000,320160000817,2,32-016-0000-03,00044,5,01,32016000081701,02,1,1,17,06,2016,0101,032,221,1,,,,,,1
32,016,0000,320160000817,2,32-016-0000-03,00044,5,01,32016000081702,03,1,3,30,06,2016,0101,032,221,1,,,,,,1
32,016,0000,320160000817,2,32-016-0000-03,00044,5,01,32016000081703,01,1,1,18,06,2016,0101,032,221,1,,,,,,1
32,016,0000,320160000821,2,32-016-0000-03,00045,4,01,32016000082101,01,1,1,15,01,2018,0501,032,221,1,,,,,,1
32,016,0000,320160000822,2,32-016-0000-03,00046,4,01,32016000082201,01,1,1,29,07,2018,0101,032,221,1,,,,,,1
32,016,0000,320160000845,2,32-016-0000-03,00049,5,01,32016000084501,01,1,3,17,03,2019,0601,032,221,1,,,,,,1
32,016,0000,320160000868,2,32-016-0000-03,00054,5,01,32016000086801,01,1,1,41,09,2017,0101,032,221,1,,,,,,1
32,016,0000,320160000964,2,32-016-0000-03,00067,5,01,32016000096401,01,1,1,22,02,2019,0401,032,221,1,,,,,,1
32,016,0000,320160001005,2,32-016-0000-04,00073,4,01,32016000100501,01,1,1,999,99,9999,9999,999,999,9,,,,,,2
32,016,0000,320160001006,2,32-016-0000-04,00073,4,01,32016000100601,01,1,1,52,12,2019,0101,032,221,1,,,,,,2
32,016,0000,320160001006,2,32-016-0000-04,00073,4,01,32016000100602,02,1,3,53,12,2019,0101,032,221,1,,,,,,2
32,016,0000,320160001115,2,32-016-0000-04,00095,4,02,32016000111501,01,1,1,56,06,2019,0101,032,221,1,,,,,,2
32,016,0000,320160001132,2,32-016-0000-04,00101,4,01,32016000113201,01,1,1,35,99,9999,9999,999,999,9,,,,,,2
32,016,0000,320160001141,2,32-016-0000-04,00104,4,01,32016000114101,01,1,1,42,11,2015,0101,032,221,1,,,,,,2
32,016,0000,320160001141,2,32-016-0000-04,00104,4,01,32016000114102,02,1,1,16,11,2015,0501,032,221,1,,,,,,2
32,016,0000,320160001141,2,32-016-0000-04,00104,4,01,32016000114103,03,1,1,11,11,2015,0501,032,221,1,,,,,,2
32,016,0000,320160001165,2,32-016-0000-03,00069,4,01,32016000116501,01,1,1,38,03,2015,0101,032,221,1,,,,,,1
32,016,0000,320160001176,2,32-016-0000-03,00069,4,01,32016000117601,02,1,3,73,12,2018,0301,032,221,1,,,,,,1
32,016,0000,320160001176,2,32-016-0000-03,00069,4,01,32016000117602,01,1,1,73,12,2018,0301,032,221,1,,,,,,1
32,016,0000,320160001185,2,32-016-0000-03,00069,4,01,32016000118501,01,1,1,24,12,2018,0101,032,221,1,,,,,,1
32,016,0000,320160001188,2,32-016-0000-03,00069,4,01,32016000118801,01,1,1,999,99,9999,9999,999,999,9,,,,,,1
32,016,0000,320160001191,2,32-016-0000-03,00069,4,01,32016000119101,01,1,1,21,11,2019,0601,032,221,1,,,,,,1
32,016,0000,320160001197,2,32-016-0000-03,00069,4,01,32016000119701,01,1,1,31,04,2019,0101,032,221,1,,,,,,1
32,016,0000,320160001199,2,32-016-0000-03,00069,4,01,32016000119901,01,1,1,21,12,2018,0102,032,221,1,,,,,,1
32,016,0000,320160001202,2,32-016-0000-03,00069,4,01,32016000120201,01,1,1,25,02,2019,0101,032,221,1,,,,,,1
32,016,0000,320160001210,2,32-016-0000-03,00069,4,01,32016000121001,01,1,1,32,03,2017,0301,032,221,1,,,,,,1
32,016,0000,320160001211,2,32-016-0000-03,00069,4,01,32016000121101,01,1,1,35,04,2018,0101,032,221,1,,,,,,1
32,016,0000,320160001214,2,32-016-0000-03,00069,4,02,32016000121401,01,1,1,20,05,2016,0101,032,221,1,,,,,,1
32,016,0000,320160001215,2,32-016-0000-03,00069,4,02,32016000121501,01,1,1,27,09,2019,0101,032,221,3,12,2019,0301,1,02,1
32,016,0000,320160001224,2,32-016-0000-03,00069,4,01,32016000122401,01,1,1,29,02,2016,0101,032,221,1,,,,,,1
32,016,0000,320160001225,2,32-016-0000-03,00069,4,01,32016000122501,01,1,1,24,04,2019,0101,032,221,1,,,,,,1
32,016,0000,320160001250,2,32-016-0000-03,00073,5,01,32016000125001,01,1,1,32,06,2019,0101,032,221,1,,,,,,1
32,016,0000,320160001292,2,32-016-0000-03,00090,5,01,32016000129201,01,1,3,39,99,9999,9999,999,999,9,,,,,,1
32,016,0000,320160001300,2,32-016-0000-03,00092,5,01,32016000130001,01,1,1,55,08,2019,0101,032,221,1,,,,,,1
32,016,0000,320160001314,2,32-016-0000-03,00094,5,01,32016000131401,01,1,1,35,01,2020,0102,032,221,1,,,,,,1
32,016,0000,320160001320,2,32-016-0000-03,00094,5,01,32016000132001,01,1,1,35,02,2020,0101,032,221,1,,,,,,1
32,016,0000,320160001326,2,32-016-0000-03,00094,5,01,32016000132601,01,1,1,42,06,2015,0101,032,221,1,,,,,,1
32,016,0000,320160001337,2,32-016-0000-03,00096,5,01,32016000133701,01,1,1,42,02,2018,0101,032,221,1,,,,,,1
32,016,0000,320160001338,2,32-016-0000-03,00096,5,01,32016000133801,01,1,1,32,04,2018,0101,032,221,1,,,,,,1
32,016,0000,320160001352,2,32-016-0000-03,00100,4,01,32016000135201,01,1,1,19,10,2016,0101,999,221,1,,,,,,1
32,016,0000,320160001354,2,32-016-0000-03,00100,4,01,32016000135401,01,1,1,17,08,2015,0101,032,221,1,,,,,,1
32,016,0000,320160001358,2,32-016-0000-03,00101,6,01,32016000135801,01,1,1,39,05,2018,0101,032,221,1,,,,,,1
32,016,0000,320160001368,2,32-016-0000-03,00103,5,01,32016000136801,01,1,1,49,01,2020,0101,032,221,1,,,,,,1
32,016,0000,320160001370,2,32-016-0000-03,00103,5,01,32016000137001,01,1,1,29,08,2015,0101,032,221,1,,,,,,1
32,016,0000,320160001378,2,32-016-0000-03,00103,5,01,32016000137801,01,1,3,72,01,2020,0301,032,221,1,,,,,,1
32,016,0000,320160001388,2,32-016-0000-03,00104,5,01,32016000138801,01,1,3,17,04,2018,0101,032,221,3,10,2018,0301,1,04,1
32,016,0000,320160001390,2,32-016-0000-03,00106,5,01,32016000139001,01,1,3,50,06,2019,0301,032,221,1,,,,,,1
32,016,0000,320160001390,2,32-016-0000-03,00106,5,01,32016000139002,02,1,3,48,06,2019,0301,032,221,1,,,,,,1
32,016,0000,320160001390,2,32-016-0000-03,00106,5,01,32016000139003,03,1,3,51,06,2019,0301,032,221,1,,,,,,1
32,016,0000,320160001401,2,32-016-0000-03,00107,4,01,32016000140101,01,1,1,36,06,2019,0101,032,221,1,,,,,,1
32,016,0000,320160001404,2,32-016-0000-03,00107,4,01,32016000140401,01,1,3,41,05,2019,0301,032,221,1,,,,,,1
32,016,0000,320160001404,2,32-016-0000-03,00107,4,01,32016000140402,02,1,1,20,04,2017,0101,032,221,1,,,,,,1
32,016,0000,320160001404,2,32-016-0000-03,00107,4,01,32016000140403,03,1,3,17,07,2016,0401,032,221,1,,,,,,1
32,016,0000,320160001404,2,32-016-0000-03,00107,4,01,32016000140404,04,1,1,15,07,2017,0601,032,221,1,,,,,,1
32,016,0000,320160001404,2,32-016-0000-03,00107,4,01,32016000140405,05,1,1,12,04,2019,0301,032,221,1,,,,,,1
32,016,0000,320160001406,2,32-016-0000-03,00107,4,01,32016000140601,01,1,1,31,09,2019,0101,032,221,1,,,,,,1
32,016,0000,320160001407,2,32-016-0000-03,00107,4,01,32016000140701,01,1,1,48,01,2020,0101,032,221,1,,,,,,1
32,016,0000,320160001408,2,32-016-0000-03,00107,4,01,32016000140801,01,1,1,40,05,2019,0101,032,221,1,,,,,,1
32,016,0000,320160001409,2,32-016-0000-03,00107,4,01,32016000140901,01,1,1,52,11,2019,0101,032,221,1,,,,,,1
32,016,0000,320160001409,2,32-016-0000-03,00107,4,01,32016000140902,02,1,1,19,11,2015,0101,032,221,1,,,,,,1
32,016,0000,320160001412,2,32-016-0000-03,00107,4,01,32016000141201,01,1,3,29,07,2015,0301,032,221,1,,,,,,1
32,016,0000,320160001422,2,32-016-0000-03,00110,5,01,32016000142201,01,1,1,38,01,2020,0101,032,221,1,,,,,,1
32,016,0000,320160001427,2,32-016-0000-03,00110,5,01,32016000142701,01,1,1,19,08,2015,0101,032,221,1,,,,,,1
32,016,0000,320160001429,2,32-016-0000-03,00110,5,01,32016000142901,01,1,1,25,02,2020,0101,032,221,1,,,,,,1
32,016,0000,320160001430,2,32-016-0000-03,00110,5,01,32016000143001,01,1,1,27,05,2019,0101,032,221,1,,,,,,1
32,017,0001,320170000003,2,32-017-0001-00,00001,26,01,32017000000301,01,1,1,19,10,2017,0501,032,402,2,,,,,,5
32,017,0001,320170000019,2,32-017-0001-00,00001,26,01,32017000001901,01,1,3,20,08,2017,0501,032,415,3,01,2018,0301,1,04,5
32,017,0001,320170000020,2,32-017-0001-00,00001,26,01,32017000002001,01,1,1,23,06,2018,0102,032,415,3,01,2019,0301,1,03,5
32,017,0001,320170000035,2,32-017-0001-00,00002,26,01,32017000003501,01,1,1,21,01,2020,0501,032,221,1,,,,,,5
32,017,0001,320170000059,2,32-017-0001-00,00004,26,04,32017000005901,01,1,1,13,10,2017,0301,032,221,1,,,,,,5
32,017,0001,320170000097,2,32-017-0001-00,00004,26,01,32017000009701,01,1,1,19,05,2018,0102,032,213,2,,,,,,5
32,017,0001,320170000102,2,32-017-0001-00,00004,26,01,32017000010201,01,1,3,27,11,2018,0102,032,217,2,,,,,,5
32,017,0001,320170000152,2,32-017-0001-00,00007,26,02,32017000015201,01,1,3,23,06,2019,0501,032,221,1,,,,,,5
32,017,0001,320170000156,2,32-017-0001-00,00007,26,02,32017000015601,01,1,1,28,11,9999,9999,999,999,9,,,,,,5
32,017,0001,320170000219,2,32-017-0001-00,00008,26,01,32017000021901,01,1,3,20,04,2017,0401,032,221,1,,,,,,5
32,017,0001,320170000334,2,32-017-0001-00,00018,26,01,32017000033401,01,1,3,30,10,2018,0501,032,415,2,,,,,,5
32,017,0001,320170000359,2,32-017-0001-00,00019,29,01,32017000035901,01,1,1,27,02,2017,0101,032,221,3,12,2017,0301,1,01,5
32,017,0001,320170000360,2,32-017-0001-00,00019,29,01,32017000036001,01,1,1,25,07,2019,0101,032,221,1,,,,,,5
32,017,0001,320170000370,2,32-017-0001-00,00020,25,01,32017000037001,01,1,3,30,08,2017,0501,032,400,2,,,,,,5
32,017,0001,320170000371,2,32-017-0001-00,00020,25,01,32017000037101,01,1,3,62,12,2019,0301,032,221,3,01,2020,0301,1,01,5
32,017,0001,320170000379,2,32-017-0001-00,00020,25,01,32017000037901,01,1,1,22,05,2018,0501,032,213,3,08,2018,0502,1,04,5
32,017,0001,320170000389,2,32-017-0001-00,00020,25,01,32017000038901,01,1,3,28,12,2015,0401,032,447,1,,,,,,5
32,017,0001,320170000396,2,32-017-0001-00,00021,25,01,32017000039601,01,1,1,65,11,2019,9999,032,425,3,12,2019,9999,1,01,5
32,017,0001,320170000396,2,32-017-0001-00,00021,25,01,32017000039602,02,1,3,65,11,2019,9999,032,425,3,12,2019,9999,1,02,5
32,017,0001,320170000585,2,32-017-0001-00,00029,27,01,32017000058501,01,1,1,48,11,2018,0101,032,221,1,,,,,,5
32,017,0001,320170000600,2,32-017-0001-00,00029,27,01,32017000060001,01,1,3,60,02,2020,0301,032,221,1,,,,,,5
32,017,0001,320170000607,2,32-017-0001-00,00030,26,01,32017000060701,01,1,1,30,11,2017,0401,032,221,1,,,,,,5
32,017,0001,320170000607,2,32-017-0001-00,00030,26,01,32017000060702,02,1,1,25,11,2015,0401,032,221,1,,,,,,5
32,017,0001,320170000607,2,32-017-0001-00,00030,26,01,32017000060703,03,1,3,17,02,2016,0401,032,221,1,,,,,,5
32,017,0001,320170000667,2,32-017-0001-00,00036,25,01,32017000066701,01,1,1,25,10,2016,0101,032,221,1,,,,,,5
32,017,0001,320170000714,2,32-017-0001-00,00038,25,01,32017000071401,01,1,1,41,01,2020,0109,032,221,3,03,2020,0301,1,01,5
32,017,0001,320170000753,2,32-017-0001-00,00041,28,01,32017000075301,01,1,1,30,01,2016,0101,032,221,1,,,,,,5
32,017,0001,320170000771,2,32-017-0001-00,00043,26,01,32017000077101,01,1,1,23,01,2019,0809,032,221,1,,,,,,5
32,017,0001,320170000804,2,32-017-0001-00,00044,25,01,32017000080401,01,1,3,23,01,2018,0501,032,221,1,,,,,,5
32,017,0001,320170000835,2,32-017-0001-00,00050,26,01,32017000083501,02,1,3,20,02,2019,0301,032,221,1,,,,,,5
32,017,0001,320170000835,2,32-017-0001-00,00050,26,01,32017000083502,01,1,3,22,02,2019,0301,032,221,1,,,,,,5
32,017,0001,320170000867,2,32-017-0001-00,00051,27,01,32017000086701,01,1,1,21,08,2018,0501,032,204,3,12,2018,0501,1,03,5
32,017,0001,320170000915,2,32-017-0001-00,00053,26,01,32017000091501,01,1,3,24,01,2020,0809,032,221,1,,,,,,5
32,017,0001,320170000915,2,32-017-0001-00,00053,26,01,32017000091502,02,1,1,29,03,2018,0102,032,221,1,,,,,,5
32,017,0001,320170000977,2,32-017-0001-00,00054,25,01,32017000097701,01,1,1,20,01,2018,0101,032,221,3,02,2018,0101,3,,5
32,017,0001,320170001001,2,32-017-0001-00,00056,33,01,32017000100101,01,1,1,30,05,2015,0101,032,221,3,12,2016,0301,1,02,5
32,017,0001,320170001092,2,32-017-0001-00,00063,26,01,32017000109201,01,1,3,36,03,2018,0301,032,221,1,,,,,,5
32,017,0001,320170001134,2,32-017-0001-00,00065,26,01,32017000113401,01,1,3,29,03,2020,9999,032,221,1,,,,,,5
32,017,0001,320170001208,2,32-017-0001-00,00068,26,01,32017000120801,01,1,1,11,08,2019,0501,032,221,1,,,,,,5
32,017,0001,320170001208,2,32-017-0001-00,00068,26,01,32017000120802,02,1,1,11,08,2019,0501,032,221,1,,,,,,5
32,017,0001,320170001318,2,32-017-0001-00,00078,27,01,32017000131801,01,1,1,64,02,2020,0102,032,221,1,,,,,,5
32,017,0001,320170001395,2,32-017-0001-00,00079,25,01,32017000139501,01,1,3,19,08,2017,0501,032,316,3,06,2018,0301,1,03,5
32,017,0001,320170001395,2,32-017-0001-00,00079,25,01,32017000139502,02,1,1,16,08,2018,0501,032,154,3,05,2019,0301,1,04,5
32,017,0001,320170001479,2,32-017-0001-00,00082,25,01,32017000147901,01,1,1,33,09,2019,0102,032,221,1,,,,,,5
32,017,0001,320170001514,2,32-017-0001-00,00082,25,01,32017000151401,01,1,1,32,03,2015,0101,032,221,1,,,,,,5
32,017,0001,320170001514,2,32-017-0001-00,00082,25,01,32017000151402,02,1,1,28,03,2015,0101,032,221,1,,,,,,5
32,017,0001,320170001546,2,32-017-0001-00,00083,26,01,32017000154601,01,1,1,29,12,2019,0102,032,221,1,,,,,,5
32,017,0001,320170001596,2,32-017-0001-00,00084,25,01,32017000159601,01,1,1,21,03,2015,0101,032,221,1,,,,,,5
32,017,0001,320170001615,2,32-017-0001-00,00085,25,01,32017000161501,01,1,1,46,03,2019,0301,032,221,3,08,2019,0102,1,01,5
32,017,0001,320170001683,2,32-017-0001-00,00087,26,01,32017000168301,01,1,1,19,05,2019,0101,032,221,1,,,,,,5
